"Psi","F_Psi","PedigreeNodeId","vtkValidPointMask","Time","Point Coordinates:0","Point Coordinates:1","Point Coordinates:2"
0.05,0.012029,167,1,0.5,17.656,15.131,0
0.1,0.024058,167,1,1,17.656,15.131,0
0.15,0.036087,167,1,1.5,17.656,15.131,0
0.2,0.048116,167,1,2,17.656,15.131,0
0.25,0.060145,167,1,2.5,17.656,15.131,0
0.3,0.072174,167,1,3,17.656,15.131,0
0.35,0.084203,167,1,3.5,17.656,15.131,0
0.4,0.096232,167,1,4,17.656,15.131,0
0.45,0.10826,167,1,4.5,17.656,15.131,0
0.5,0.12029,167,1,5,17.656,15.131,0
0.55,0.13232,167,1,5.5,17.656,15.131,0
0.6,0.14435,167,1,6,17.656,15.131,0
0.65,0.15638,167,1,6.5,17.656,15.131,0
0.7,0.1684,167,1,7,17.656,15.131,0
0.75,0.18043,167,1,7.5,17.656,15.131,0
0.8,0.19245,167,1,8,17.656,15.131,0
0.85,0.20447,167,1,8.5,17.656,15.131,0
0.9,0.21648,167,1,9,17.656,15.131,0
0.95,0.22849,167,1,9.5,17.656,15.131,0
1,0.24049,167,1,10,17.656,15.131,0
1.05,0.25248,167,1,10.5,17.656,15.131,0
1.1,0.26448,167,1,11,17.656,15.131,0
1.15,0.27647,167,1,11.5,17.656,15.131,0
1.2,0.28846,167,1,12,17.656,15.131,0
1.25,0.30045,167,1,12.5,17.656,15.131,0
1.3,0.31245,167,1,13,17.656,15.131,0
1.35,0.32444,167,1,13.5,17.656,15.131,0
1.4,0.33643,167,1,14,17.656,15.131,0
1.45,0.34842,167,1,14.5,17.656,15.131,0
1.5,0.36041,167,1,15,17.656,15.131,0
1.55,0.37241,167,1,15.5,17.656,15.131,0
1.6,0.38441,167,1,16,17.656,15.131,0
1.65,0.39641,167,1,16.5,17.656,15.131,0
1.7,0.4084,167,1,17,17.656,15.131,0
1.75,0.42039,167,1,17.5,17.656,15.131,0
1.8,0.43236,167,1,18,17.656,15.131,0
1.85,0.4443,167,1,18.5,17.656,15.131,0
1.9,0.45623,167,1,19,17.656,15.131,0
1.95,0.46813,167,1,19.5,17.656,15.131,0
2,0.48,167,1,20,17.656,15.131,0
2.05,0.49186,167,1,20.5,17.656,15.131,0
2.1,0.50371,167,1,21,17.656,15.131,0
2.15,0.51554,167,1,21.5,17.656,15.131,0
2.2,0.52737,167,1,22,17.656,15.131,0
2.25,0.53919,167,1,22.5,17.656,15.131,0
2.3,0.55099,167,1,23,17.656,15.131,0
