"Psi","F_Psi","PedigreeNodeId","vtkValidPointMask","Time","Point Coordinates:0","Point Coordinates:1","Point Coordinates:2"
0.05,0.012163,187,1,0.5,8.1766,19.061,0
0.1,0.024327,187,1,1,8.1766,19.061,0
0.15,0.03649,187,1,1.5,8.1766,19.061,0
0.2,0.048654,187,1,2,8.1766,19.061,0
0.25,0.060817,187,1,2.5,8.1766,19.061,0
0.3,0.072981,187,1,3,8.1766,19.061,0
0.35,0.085145,187,1,3.5,8.1766,19.061,0
0.4,0.097309,187,1,4,8.1766,19.061,0
0.45,0.10947,187,1,4.5,8.1766,19.061,0
0.5,0.12164,187,1,5,8.1766,19.061,0
0.55,0.1338,187,1,5.5,8.1766,19.061,0
0.6,0.14597,187,1,6,8.1766,19.061,0
0.65,0.15813,187,1,6.5,8.1766,19.061,0
0.7,0.17029,187,1,7,8.1766,19.061,0
0.75,0.18246,187,1,7.5,8.1766,19.061,0
0.8,0.19463,187,1,8,8.1766,19.061,0
0.85,0.20679,187,1,8.5,8.1766,19.061,0
0.9,0.21896,187,1,9,8.1766,19.061,0
0.95,0.23112,187,1,9.5,8.1766,19.061,0
1,0.24329,187,1,10,8.1766,19.061,0
1.05,0.25546,187,1,10.5,8.1766,19.061,0
1.1,0.26762,187,1,11,8.1766,19.061,0
1.15,0.27979,187,1,11.5,8.1766,19.061,0
1.2,0.29195,187,1,12,8.1766,19.061,0
1.25,0.30411,187,1,12.5,8.1766,19.061,0
1.3,0.31627,187,1,13,8.1766,19.061,0
1.35,0.32843,187,1,13.5,8.1766,19.061,0
1.4,0.34058,187,1,14,8.1766,19.061,0
1.45,0.35274,187,1,14.5,8.1766,19.061,0
1.5,0.36489,187,1,15,8.1766,19.061,0
1.55,0.37704,187,1,15.5,8.1766,19.061,0
1.6,0.3892,187,1,16,8.1766,19.061,0
1.65,0.40135,187,1,16.5,8.1766,19.061,0
1.7,0.41351,187,1,17,8.1766,19.061,0
1.75,0.42568,187,1,17.5,8.1766,19.061,0
1.8,0.43784,187,1,18,8.1766,19.061,0
1.85,0.45001,187,1,18.5,8.1766,19.061,0
1.9,0.46218,187,1,19,8.1766,19.061,0
1.95,0.47436,187,1,19.5,8.1766,19.061,0
2,0.48654,187,1,20,8.1766,19.061,0
2.05,0.49871,187,1,20.5,8.1766,19.061,0
2.1,0.51089,187,1,21,8.1766,19.061,0
2.15,0.52307,187,1,21.5,8.1766,19.061,0
2.2,0.53524,187,1,22,8.1766,19.061,0
2.25,0.54741,187,1,22.5,8.1766,19.061,0
2.3,0.55956,187,1,23,8.1766,19.061,0
2.35,0.5717,187,1,23.5,8.1766,19.061,0
2.4,0.58383,187,1,24,8.1766,19.061,0
2.45,0.59594,187,1,24.5,8.1766,19.061,0
2.5,0.60805,187,1,25,8.1766,19.061,0
2.55,0.62015,187,1,25.5,8.1766,19.061,0
2.6,0.63226,187,1,26,8.1766,19.061,0
2.65,0.64436,187,1,26.5,8.1766,19.061,0
2.7,0.65646,187,1,27,8.1766,19.061,0
2.75,0.66857,187,1,27.5,8.1766,19.061,0
2.8,0.68067,187,1,28,8.1766,19.061,0
2.85,0.69278,187,1,28.5,8.1766,19.061,0
2.9,0.70488,187,1,29,8.1766,19.061,0
2.95,0.71699,187,1,29.5,8.1766,19.061,0
3,0.7291,187,1,30,8.1766,19.061,0
3.05,0.74121,187,1,30.5,8.1766,19.061,0
3.1,0.75335,187,1,31,8.1766,19.061,0
3.15,0.7655,187,1,31.5,8.1766,19.061,0
3.2,0.77767,187,1,32,8.1766,19.061,0
3.25,0.78986,187,1,32.5,8.1766,19.061,0
3.3,0.80208,187,1,33,8.1766,19.061,0
3.35,0.81431,187,1,33.5,8.1766,19.061,0
3.4,0.82657,187,1,34,8.1766,19.061,0
3.45,0.83886,187,1,34.5,8.1766,19.061,0
3.5,0.8512,187,1,35,8.1766,19.061,0
3.55,0.86359,187,1,35.5,8.1766,19.061,0
3.6,0.87604,187,1,36,8.1766,19.061,0
3.65,0.88854,187,1,36.5,8.1766,19.061,0
3.7,0.90108,187,1,37,8.1766,19.061,0
3.75,0.91365,187,1,37.5,8.1766,19.061,0
3.8,0.92621,187,1,38,8.1766,19.061,0
3.85,0.93874,187,1,38.5,8.1766,19.061,0
3.9,0.95121,187,1,39,8.1766,19.061,0
3.95,0.96361,187,1,39.5,8.1766,19.061,0
4,0.97592,187,1,40,8.1766,19.061,0
4.05,0.98813,187,1,40.5,8.1766,19.061,0
4.1,1.0002,187,1,41,8.1766,19.061,0
4.15,1.0122,187,1,41.5,8.1766,19.061,0
4.2,1.0241,187,1,42,8.1766,19.061,0
4.25,1.0359,187,1,42.5,8.1766,19.061,0
4.3,1.0475,187,1,43,8.1766,19.061,0
4.35,1.0592,187,1,43.5,8.1766,19.061,0
4.4,1.0708,187,1,44,8.1766,19.061,0
4.45,1.0825,187,1,44.5,8.1766,19.061,0
4.5,1.0943,187,1,45,8.1766,19.061,0
4.55,1.1062,187,1,45.5,8.1766,19.061,0
4.6,1.1184,187,1,46,8.1766,19.061,0
4.65,1.1309,187,1,46.5,8.1766,19.061,0
4.7,1.1437,187,1,47,8.1766,19.061,0
4.75,1.1568,187,1,47.5,8.1766,19.061,0
4.8,1.1703,187,1,48,8.1766,19.061,0
4.85,1.1843,187,1,48.5,8.1766,19.061,0
4.9,1.1989,187,1,49,8.1766,19.061,0
4.95,1.2144,187,1,49.5,8.1766,19.061,0
5,1.2312,187,1,50,8.1766,19.061,0
5.05,1.2502,187,1,50.5,8.1766,19.061,0
5.1,1.2728,187,1,51,8.1766,19.061,0
5.15,1.3018,187,1,51.5,8.1766,19.061,0
5.2,1.3418,187,1,52,8.1766,19.061,0
5.25,1.4012,187,1,52.5,8.1766,19.061,0
5.3,1.4953,187,1,53,8.1766,19.061,0
5.35,1.6511,187,1,53.5,8.1766,19.061,0
5.4,1.9102,187,1,54,8.1766,19.061,0
5.45,2.3046,187,1,54.5,8.1766,19.061,0
5.5,2.7508,187,1,55,8.1766,19.061,0
5.55,2.9939,187,1,55.5,8.1766,19.061,0
5.6,2.8889,187,1,56,8.1766,19.061,0
5.65,2.5493,187,1,56.5,8.1766,19.061,0
5.7,2.2743,187,1,57,8.1766,19.061,0
5.75,2.2336,187,1,57.5,8.1766,19.061,0
5.8,2.4263,187,1,58,8.1766,19.061,0
5.85,2.7636,187,1,58.5,8.1766,19.061,0
5.9,3.0462,187,1,59,8.1766,19.061,0
5.95,3.0872,187,1,59.5,8.1766,19.061,0
6,2.8813,187,1,60,8.1766,19.061,0
6.05,2.6373,187,1,60.5,8.1766,19.061,0
6.1,2.5647,187,1,61,8.1766,19.061,0
6.15,2.6863,187,1,61.5,8.1766,19.061,0
6.2,2.8833,187,1,62,8.1766,19.061,0
6.25,2.9442,187,1,62.5,8.1766,19.061,0
6.3,2.7524,187,1,63,8.1766,19.061,0
6.35,2.3779,187,1,63.5,8.1766,19.061,0
6.4,1.8304,187,1,64,8.1766,19.061,0
6.45,1.2836,187,1,64.5,8.1766,19.061,0
6.5,1.0114,187,1,65,8.1766,19.061,0
6.55,0.96189,187,1,65.5,8.1766,19.061,0
6.6,1.1087,187,1,66,8.1766,19.061,0
